ID,Date,Primary.Type,Description,Location.Description,Arrest,Domestic,Latitude,Longitude
2897,04-11-2023,BURGLARY,AUTOMOBILE,RESTAURANT,TRUE,TRUE,41.90412049,-87.61767675
2898,14-06-2023,BURGLARY,AUTOMOBILE,RESTAURANT,FALSE,FALSE,41.85165503,-87.79389568
2899,23-11-2023,BATTERY,OVER $500,RESTAURANT,FALSE,TRUE,41.78069485,-87.81055436
2900,31-01-2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,41.73960461,-87.711967
2901,31-01-2023,NARCOTICS,AGGRAVATED,STREET,FALSE,FALSE,41.93510007,-87.90277357
2902,22-08-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT,FALSE,FALSE,41.90048472,-87.89887622
2903,29-09-2023,BATTERY,OVER $500,PARKING LOT,TRUE,FALSE,41.72186747,-87.53354436
2904,11-01-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,RESTAURANT,TRUE,FALSE,41.68682149,-87.83700464
2905,17-05-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,TRUE,41.77873816,-87.56348797
2906,08-07-2023,MOTOR VEHICLE THEFT,AGGRAVATED,APARTMENT,TRUE,TRUE,41.77446708,-87.57424223
2907,20-07-2023,BATTERY,AUTOMOBILE,APARTMENT,TRUE,FALSE,41.76765571,-87.741982
2908,01-01-2023,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,41.80043182,-87.86599365
2909,27-06-2023,ASSAULT,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.90008951,-87.61404225
2910,05-03-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,STREET,TRUE,FALSE,41.64714372,-87.67288862
2911,02-03-2023,BATTERY,AUTOMOBILE,RESTAURANT,TRUE,FALSE,41.74535535,-87.78936558
2912,11-06-2023,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,41.67291674,-87.61713791
2913,28-01-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,ALLEY,FALSE,FALSE,41.88164095,-87.67440032
2914,25-08-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,FALSE,41.80042429,-87.92815814
2915,13-05-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,ALLEY,TRUE,FALSE,41.96111573,-87.6239665
2916,04-08-2023,MOTOR VEHICLE THEFT,AGGRAVATED,STREET,TRUE,FALSE,41.90664586,-87.77580495
2917,26-04-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,FALSE,FALSE,41.83899953,-87.77624136
2918,16-09-2023,ASSAULT,AGGRAVATED,PARKING LOT,FALSE,TRUE,41.92654839,-87.63211
2919,13-05-2023,ROBBERY,UNLAWFUL ENTRY,SIDEWALK,TRUE,FALSE,41.91166264,-87.91040325
2920,19-07-2023,ROBBERY,UNLAWFUL ENTRY,RESTAURANT,TRUE,FALSE,41.75887994,-87.75363198
2921,11-05-2023,ASSAULT,AGGRAVATED,STREET,TRUE,TRUE,41.65107763,-87.91579031
2922,29-10-2023,THEFT,OVER $500,RESTAURANT,TRUE,FALSE,41.65229222,-87.56567498
2923,14-11-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,41.99047179,-87.65854626
2924,27-09-2023,THEFT,UNLAWFUL ENTRY,RESTAURANT,TRUE,TRUE,41.90465235,-87.6851298
2925,26-07-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,FALSE,41.88259281,-87.78361766
2926,29-08-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,TRUE,41.87143005,-87.7952034
2927,23-03-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,FALSE,TRUE,41.72591609,-87.90817637
2928,03-05-2023,BURGLARY,SIMPLE,RESIDENCE,FALSE,TRUE,41.99430211,-87.82320134
2929,29-11-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,FALSE,41.65313662,-87.77688238
2930,10-05-2023,THEFT,SIMPLE,APARTMENT,TRUE,TRUE,41.89976665,-87.58754143
2931,29-10-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,TRUE,42.00258913,-87.78784811
2932,27-02-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,SIDEWALK,TRUE,FALSE,41.95475386,-87.7983349
2933,18-08-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,STREET,TRUE,FALSE,41.9680566,-87.64556385
2934,11-03-2023,BATTERY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.64747213,-87.79252821
2935,16-01-2023,BURGLARY,ARMED: HANDGUN,SIDEWALK,TRUE,FALSE,41.95078288,-87.81102068
2936,01-01-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,RESTAURANT,FALSE,TRUE,41.67100539,-87.62198779
2937,18-10-2023,CRIMINAL DAMAGE,AUTOMOBILE,STREET,FALSE,FALSE,42.000468,-87.7681949
2938,09-06-2023,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,41.65893061,-87.89439933
2939,12-10-2023,BATTERY,AGGRAVATED,ALLEY,FALSE,TRUE,41.74163903,-87.73765189
2940,19-01-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,TRUE,41.74249101,-87.73840349
2941,05-07-2023,BATTERY,UNLAWFUL ENTRY,RESIDENCE,TRUE,TRUE,41.936503,-87.60180019
2942,12-01-2023,BATTERY,ARMED: HANDGUN,RESTAURANT,FALSE,FALSE,41.76702055,-87.83755595
2943,04-12-2023,BURGLARY,OVER $500,RESIDENCE,FALSE,TRUE,41.6691946,-87.86783464
2944,09-03-2023,CRIMINAL DAMAGE,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.68401301,-87.72414056
2945,29-05-2023,ROBBERY,OVER $500,STREET,FALSE,TRUE,41.77373347,-87.67496076
2946,20-04-2023,THEFT,ARMED: HANDGUN,ALLEY,FALSE,FALSE,41.7446224,-87.80704882
2947,29-08-2023,NARCOTICS,OVER $500,PARKING LOT,TRUE,FALSE,41.75702686,-87.7628266
2948,29-12-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,TRUE,41.87119594,-87.80266742
2949,13-11-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,FALSE,41.84435834,-87.56792098
2950,19-03-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,FALSE,42.00456068,-87.53303219
2951,19-06-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,RESTAURANT,TRUE,TRUE,41.86014659,-87.55307239
2952,15-02-2023,BURGLARY,AUTOMOBILE,STREET,TRUE,TRUE,41.93733074,-87.58043549
2953,08-06-2023,NARCOTICS,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.90954344,-87.92187359
2954,28-06-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,42.00802424,-87.5950868
2955,25-02-2023,THEFT,OVER $500,SIDEWALK,TRUE,FALSE,41.72984917,-87.68941677
2956,27-05-2023,BURGLARY,SIMPLE,APARTMENT,FALSE,TRUE,41.96153526,-87.53595594
2957,24-06-2023,BATTERY,AGGRAVATED,PARKING LOT,FALSE,TRUE,41.74125865,-87.67615203
2958,28-07-2023,ROBBERY,AUTOMOBILE,PARKING LOT,FALSE,FALSE,41.68971597,-87.53582093
2959,17-01-2023,ASSAULT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.81004332,-87.86599804
2960,05-07-2023,BURGLARY,OVER $500,STREET,TRUE,TRUE,41.88658604,-87.53875551
2961,20-08-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,FALSE,41.80561114,-87.70578353
2962,16-04-2023,BURGLARY,SIMPLE,PARKING LOT,FALSE,FALSE,41.97708445,-87.78768224
2963,26-06-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,41.71677088,-87.576448
2964,18-01-2023,THEFT,SIMPLE,APARTMENT,FALSE,FALSE,41.94145105,-87.71201957
2965,31-08-2023,MOTOR VEHICLE THEFT,OVER $500,ALLEY,TRUE,TRUE,41.92852423,-87.75382656
2966,03-09-2023,THEFT,ARMED: HANDGUN,ALLEY,FALSE,TRUE,41.8080038,-87.67459217
2967,19-11-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,41.76483845,-87.55757747
2968,10-12-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,41.76043827,-87.8644189
2969,18-11-2023,THEFT,AUTOMOBILE,SIDEWALK,FALSE,FALSE,41.99373957,-87.82899454
2970,08-03-2023,THEFT,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,41.7445278,-87.73113612
2971,29-05-2023,NARCOTICS,ARMED: HANDGUN,STREET,TRUE,TRUE,41.75924234,-87.88300944
2972,20-07-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,PARKING LOT,TRUE,TRUE,41.82365956,-87.67377001
2973,31-03-2023,BURGLARY,ARMED: HANDGUN,RESIDENCE,FALSE,TRUE,41.65023753,-87.8226752
2974,28-07-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,FALSE,41.7875197,-87.53820392
2975,29-10-2023,THEFT,SIMPLE,RESIDENCE,FALSE,FALSE,41.96975283,-87.78492047
2976,18-10-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,41.89351586,-87.74285902
2977,05-02-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,STREET,TRUE,TRUE,41.71581554,-87.85040432
2978,06-03-2023,BATTERY,AGGRAVATED,SIDEWALK,TRUE,FALSE,41.96971686,-87.9300945
2979,24-12-2023,MOTOR VEHICLE THEFT,OVER $500,SIDEWALK,TRUE,FALSE,41.89112839,-87.8055369
2980,21-07-2023,CRIMINAL DAMAGE,OVER $500,STREET,TRUE,TRUE,41.80504568,-87.92693303
2981,25-12-2023,BATTERY,OVER $500,RESTAURANT,TRUE,FALSE,41.9077844,-87.57836645
2982,03-08-2023,ROBBERY,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.78355561,-87.66301056
2983,09-10-2023,THEFT,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.6902727,-87.64704372
2984,27-07-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,PARKING LOT,FALSE,TRUE,41.95700559,-87.87827719
2985,30-08-2023,BURGLARY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.78470528,-87.53398785
2986,10-09-2023,ROBBERY,OVER $500,SIDEWALK,TRUE,TRUE,41.87782341,-87.61101645
2987,04-04-2023,ROBBERY,SIMPLE,RESIDENCE,TRUE,TRUE,41.75317141,-87.54036992
2988,21-01-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,41.99380156,-87.822922
2989,08-10-2023,BATTERY,ARMED: HANDGUN,SIDEWALK,FALSE,TRUE,41.82504205,-87.8154422
2990,09-12-2023,BURGLARY,AUTOMOBILE,RESTAURANT,FALSE,FALSE,41.93444591,-87.56717267
2991,02-07-2023,THEFT,SIMPLE,APARTMENT,TRUE,TRUE,41.75419768,-87.84975841
2992,28-11-2023,BATTERY,ARMED: HANDGUN,RESTAURANT,TRUE,FALSE,41.86269314,-87.69281684
2993,24-02-2023,ROBBERY,UNLAWFUL ENTRY,PARKING LOT,TRUE,FALSE,41.76032204,-87.60855548
2994,13-09-2023,ASSAULT,AGGRAVATED,APARTMENT,TRUE,TRUE,41.78806439,-87.90902387
2995,07-01-2023,ROBBERY,SIMPLE,RESTAURANT,FALSE,TRUE,41.97121165,-87.77305701
2996,21-01-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,ALLEY,TRUE,FALSE,41.75414292,-87.64430727
2997,30-03-2023,THEFT,AGGRAVATED,APARTMENT,TRUE,TRUE,42.00118921,-87.55882409
2998,01-06-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.72180732,-87.71730092
2999,26-02-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.74349204,-87.78510879
3000,01-04-2023,ROBBERY,AUTOMOBILE,PARKING LOT,TRUE,FALSE,41.70851745,-87.77573315
3001,20-02-2023,MOTOR VEHICLE THEFT,AGGRAVATED,ALLEY,TRUE,TRUE,41.97181834,-87.54711721
3002,07-02-2023,NARCOTICS,AUTOMOBILE,ALLEY,TRUE,FALSE,41.89231007,-87.62278259
3003,03-11-2023,THEFT,AUTOMOBILE,RESTAURANT,TRUE,FALSE,41.99271033,-87.85309889
3004,01-10-2023,THEFT,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.70007978,-87.74372969
3005,18-08-2023,CRIMINAL DAMAGE,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,42.01959821,-87.53653338
3006,12-04-2023,BATTERY,AUTOMOBILE,RESIDENCE,FALSE,FALSE,41.81545941,-87.68843523
3007,25-06-2023,THEFT,AGGRAVATED,APARTMENT,FALSE,FALSE,41.94385096,-87.73303521
3008,26-10-2023,NARCOTICS,SIMPLE,PARKING LOT,TRUE,FALSE,41.93927875,-87.61060633
3009,01-11-2023,ASSAULT,OVER $500,APARTMENT,TRUE,FALSE,41.94581564,-87.81834221
3010,17-06-2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,41.96615651,-87.56857322
3011,12-10-2023,NARCOTICS,ARMED: HANDGUN,SIDEWALK,TRUE,FALSE,41.69221983,-87.80729533
3012,31-05-2023,BURGLARY,UNLAWFUL ENTRY,SIDEWALK,FALSE,TRUE,42.01754782,-87.78213595
3013,06-09-2023,CRIMINAL DAMAGE,AUTOMOBILE,STREET,FALSE,TRUE,41.92140329,-87.57783673
3014,23-11-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,FALSE,41.66768309,-87.84952882
3015,29-07-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,41.64565705,-87.60890699
3016,03-06-2023,ASSAULT,OVER $500,ALLEY,TRUE,FALSE,41.731772,-87.9384009
3017,07-06-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.83886286,-87.93711677
3018,10-06-2023,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,41.99107212,-87.88576906
3019,15-06-2023,CRIMINAL DAMAGE,SIMPLE,PARKING LOT,TRUE,TRUE,41.67815995,-87.80424606
3020,11-06-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,FALSE,TRUE,42.0125076,-87.69985867
3021,02-05-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,41.79539339,-87.69901573
3022,02-11-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,RESTAURANT,TRUE,TRUE,41.95591668,-87.67163513
3023,07-04-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,41.91167062,-87.87751796
3024,05-09-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.76987554,-87.74231657
3025,11-06-2023,MOTOR VEHICLE THEFT,OVER $500,SIDEWALK,TRUE,TRUE,41.95893487,-87.57633641
3026,27-11-2023,BURGLARY,AUTOMOBILE,STREET,FALSE,FALSE,41.66723929,-87.55940663
3027,14-08-2023,ROBBERY,ARMED: HANDGUN,PARKING LOT,FALSE,FALSE,41.83674357,-87.80934363
3028,02-07-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,TRUE,41.98563154,-87.70840923
3029,30-11-2023,MOTOR VEHICLE THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.83591245,-87.90567328
3030,12-05-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.84065,-87.78019111
3031,06-09-2023,THEFT,SIMPLE,PARKING LOT,TRUE,TRUE,41.92007152,-87.5956203
3032,26-01-2023,ASSAULT,AGGRAVATED,STREET,TRUE,FALSE,41.86727118,-87.59306822
3033,18-04-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,41.94393159,-87.71404495
3034,13-06-2023,ASSAULT,UNLAWFUL ENTRY,SIDEWALK,FALSE,TRUE,41.7881433,-87.62399812
3035,05-05-2023,ASSAULT,OVER $500,ALLEY,TRUE,TRUE,42.00340769,-87.63427027
3036,03-12-2023,BURGLARY,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.82690784,-87.6441904
3037,10-01-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,41.94465998,-87.77390986
3038,02-05-2023,ROBBERY,SIMPLE,APARTMENT,TRUE,FALSE,41.6638562,-87.59339054
3039,10-09-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,42.02141629,-87.7237469
3040,10-11-2023,ASSAULT,ARMED: HANDGUN,STREET,TRUE,TRUE,41.83624045,-87.77321607
3041,06-03-2023,BURGLARY,ARMED: HANDGUN,SIDEWALK,TRUE,TRUE,41.92599123,-87.81526807
3042,16-07-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,STREET,TRUE,TRUE,41.77697075,-87.55729357
3043,29-11-2023,ASSAULT,AUTOMOBILE,ALLEY,TRUE,TRUE,41.80743876,-87.6010572
3044,20-03-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,FALSE,41.93429773,-87.80386606
3045,18-08-2023,ROBBERY,OVER $500,PARKING LOT,TRUE,TRUE,41.97430022,-87.93992612
3046,06-12-2023,BURGLARY,ARMED: HANDGUN,RESTAURANT,FALSE,FALSE,41.91482785,-87.74965839
3047,27-12-2023,ROBBERY,UNLAWFUL ENTRY,PARKING LOT,TRUE,FALSE,41.94656012,-87.81173257
3048,28-05-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,41.79571074,-87.62211777
3049,18-07-2023,NARCOTICS,AGGRAVATED,PARKING LOT,TRUE,FALSE,42.00468186,-87.82152706
3050,15-10-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,FALSE,41.81567108,-87.9198969
3051,21-06-2023,BURGLARY,AGGRAVATED,PARKING LOT,FALSE,TRUE,41.98642416,-87.77982643
3052,21-01-2023,ROBBERY,AUTOMOBILE,STREET,FALSE,TRUE,41.7701259,-87.60158697
3053,03-07-2023,THEFT,AGGRAVATED,STREET,TRUE,FALSE,41.89839582,-87.82891579
3054,02-11-2023,ASSAULT,OVER $500,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.83993885,-87.86766838
3055,30-12-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,FALSE,41.87242785,-87.91161202
3056,05-02-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,41.89101354,-87.55004769
3057,26-10-2023,MOTOR VEHICLE THEFT,OVER $500,APARTMENT,TRUE,FALSE,41.78428007,-87.8593079
3058,03-02-2023,BATTERY,ARMED: HANDGUN,RESTAURANT,TRUE,TRUE,41.95745948,-87.68238888
3059,21-12-2023,ASSAULT,UNLAWFUL ENTRY,PARKING LOT,FALSE,FALSE,41.75665825,-87.82157082
3060,09-04-2023,NARCOTICS,OVER $500,SIDEWALK,TRUE,FALSE,41.77087822,-87.8327576
3061,05-01-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,41.7574562,-87.68438712
3062,20-10-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,PARKING LOT,FALSE,TRUE,41.97859789,-87.61335036
3063,30-10-2023,NARCOTICS,UNLAWFUL ENTRY,PARKING LOT,TRUE,FALSE,41.91487053,-87.91147786
3064,04-01-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,41.71455701,-87.78477318
3065,14-08-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,FALSE,41.79720794,-87.93773372
3066,18-01-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,41.95477458,-87.73764567
3067,15-06-2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,41.77609269,-87.79234561
3068,18-10-2023,CRIMINAL DAMAGE,OVER $500,ALLEY,TRUE,FALSE,41.9961487,-87.64972611
3069,09-08-2023,NARCOTICS,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.67720344,-87.89247747
3070,28-03-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,41.90962004,-87.80343042
3071,16-04-2023,THEFT,SIMPLE,RESIDENCE,FALSE,TRUE,41.65977561,-87.85278807
3072,18-11-2023,ASSAULT,SIMPLE,RESTAURANT,TRUE,TRUE,41.80449816,-87.71475407
3073,24-02-2023,NARCOTICS,SIMPLE,APARTMENT,TRUE,TRUE,41.8723836,-87.89386815
3074,14-08-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,APARTMENT,TRUE,TRUE,41.99543682,-87.64260685
3075,07-04-2023,BATTERY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,41.69512555,-87.72404119
3076,19-07-2023,NARCOTICS,OVER $500,STREET,FALSE,FALSE,41.9982171,-87.92114355
3077,27-03-2023,THEFT,SIMPLE,APARTMENT,FALSE,TRUE,41.73739844,-87.69692361
3078,23-03-2023,MOTOR VEHICLE THEFT,AGGRAVATED,RESTAURANT,FALSE,FALSE,41.82404245,-87.6605646
3079,10-04-2023,CRIMINAL DAMAGE,OVER $500,PARKING LOT,TRUE,TRUE,41.65568588,-87.59582999
3080,06-01-2023,ASSAULT,AGGRAVATED,APARTMENT,TRUE,FALSE,41.70406557,-87.61983216
3081,01-07-2023,MOTOR VEHICLE THEFT,SIMPLE,RESIDENCE,TRUE,FALSE,41.96569239,-87.73566834
3082,18-06-2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,41.79345915,-87.9093815
3083,07-05-2023,BATTERY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.81873141,-87.58585688
3084,18-03-2023,BURGLARY,AGGRAVATED,SIDEWALK,FALSE,FALSE,41.81131608,-87.8318056
3085,04-09-2023,ASSAULT,OVER $500,PARKING LOT,TRUE,TRUE,41.75083358,-87.90569712
3086,05-08-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,SIDEWALK,TRUE,FALSE,41.99564356,-87.70329666
3087,05-09-2023,ASSAULT,OVER $500,RESIDENCE,TRUE,FALSE,41.64564903,-87.56072137
3088,29-11-2023,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,TRUE,41.87374046,-87.58221137
3089,16-08-2023,THEFT,SIMPLE,RESTAURANT,TRUE,TRUE,41.75842955,-87.62444191
3090,22-09-2023,CRIMINAL DAMAGE,AGGRAVATED,ALLEY,FALSE,FALSE,41.90254113,-87.6229192
3091,02-08-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,TRUE,41.95730269,-87.62198046
3092,15-04-2023,ROBBERY,OVER $500,APARTMENT,TRUE,FALSE,41.65575818,-87.53316485
3093,17-03-2023,THEFT,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,TRUE,41.7617985,-87.53949338
3094,24-10-2023,NARCOTICS,UNLAWFUL ENTRY,ALLEY,TRUE,TRUE,42.00620968,-87.53755935
3095,17-05-2023,ASSAULT,UNLAWFUL ENTRY,ALLEY,TRUE,FALSE,41.924031,-87.61999442
3096,23-03-2023,BURGLARY,ARMED: HANDGUN,RESTAURANT,FALSE,FALSE,41.92099148,-87.52855348
3097,14-04-2023,BATTERY,OVER $500,SIDEWALK,TRUE,FALSE,41.97708093,-87.93524655
3098,07-09-2023,BURGLARY,OVER $500,SIDEWALK,TRUE,TRUE,41.78566671,-87.56783564
3099,05-08-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,FALSE,41.76684037,-87.59268099
3100,04-05-2023,BATTERY,AUTOMOBILE,STREET,TRUE,TRUE,41.97347591,-87.61671527
3101,14-06-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,TRUE,41.73026436,-87.67017978
3102,28-12-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,FALSE,41.73080088,-87.6117463
3103,13-07-2023,MOTOR VEHICLE THEFT,OVER $500,SIDEWALK,FALSE,TRUE,41.91761332,-87.58832716
3104,03-10-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,TRUE,41.83400818,-87.93604285
3105,12-04-2023,ASSAULT,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.82037861,-87.6877279
3106,15-11-2023,ROBBERY,OVER $500,APARTMENT,FALSE,FALSE,41.71495362,-87.74809718
3107,22-12-2023,ASSAULT,AGGRAVATED,RESIDENCE,TRUE,TRUE,41.78781413,-87.71051384
3108,31-07-2023,NARCOTICS,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.77713457,-87.71454141
3109,22-08-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,FALSE,41.73063859,-87.77633414
3110,23-10-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.92658163,-87.88812162
3111,27-04-2023,NARCOTICS,AGGRAVATED,SIDEWALK,FALSE,TRUE,41.90916801,-87.53269804
3112,30-08-2023,NARCOTICS,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.94657154,-87.83806958
3113,29-09-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,41.7705609,-87.91584497
3114,10-07-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,FALSE,FALSE,41.86678845,-87.62915137
3115,15-09-2023,ASSAULT,SIMPLE,STREET,TRUE,FALSE,41.84750021,-87.68108431
3116,16-01-2023,ASSAULT,UNLAWFUL ENTRY,SIDEWALK,FALSE,FALSE,41.65909835,-87.59016184
3117,03-10-2023,BURGLARY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,42.00000545,-87.90821384
3118,26-08-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,41.81086586,-87.65817302
